application_id,age,gender,visa_type,documents_submitted,visa_granted,rejection_reason
AUS108680,39,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, Birth Certificate",No,Inconsistent information
AUS108681,44,Male,Work Visa,"Passport, Job Offer Letter, Medical Certificate, Police Clearance, Work Experience Letters",No,Academic documents incomplete
AUS108682,22,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary",No,Inconsistent information
AUS108683,51,Male,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,No strong home-country ties
AUS108684,25,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Invalid or expired passport
AUS108685,30,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,Employer not verified
AUS108686,24,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108687,37,Female,Work Visa,"Passport, Job Offer Letter, Medical Certificate, Police Clearance, Work Experience Letters",No,Insufficient funds
AUS108688,35,Female,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,Suspicious travel history
AUS108689,26,Female,Visit Visa,"Passport, Bank Statement, Itinerary",No,Missing documents
AUS108690,47,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108691,52,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108692,38,Female,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Incorrect application form
AUS108693,48,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,Incorrect application form
AUS108694,55,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108695,42,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance",No,Insufficient funds
AUS108696,42,Female,Work Visa,"Passport, Job Offer Letter, Medical Certificate, Police Clearance, Work Experience Letters",No,Academic documents incomplete
AUS108697,21,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,No strong home-country ties
AUS108698,38,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,IELTS requirement not met
AUS108699,34,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, Birth Certificate",No,Suspicious travel history
AUS108700,36,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108701,50,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108702,31,Male,Student Visa,"Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Missing documents
AUS108703,58,Male,Visit Visa,"Passport, Travel Insurance, Invitation Letter",No,Employer not verified
AUS108704,37,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108705,26,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108706,30,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108707,46,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108708,22,Male,Visit Visa,"Passport, Itinerary, Invitation Letter",No,Inconsistent information
AUS108709,38,Male,Visit Visa,"Passport, Itinerary, Invitation Letter",No,No strong home-country ties
AUS108710,44,Male,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Invalid or expired passport
AUS108711,59,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108712,38,Other,Work Visa,"Passport, Job Offer Letter, Medical Certificate, Police Clearance, Work Experience Letters",No,Employer not verified
AUS108713,44,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108714,51,Female,Visit Visa,"Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Missing documents
AUS108715,34,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108716,59,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108717,57,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108718,44,Female,Visit Visa,"Passport, Travel Insurance, Invitation Letter",No,Inconsistent information
AUS108719,41,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108720,30,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108721,24,Male,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Suspicious travel history
AUS108722,49,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, Birth Certificate",No,Employer not verified
AUS108723,23,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108724,41,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Birth Certificate",No,No strong home-country ties
AUS108725,34,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108726,36,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108727,22,Other,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,Invalid or expired passport
AUS108728,55,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108729,33,Other,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,Invalid or expired passport
AUS108730,53,Male,Visit Visa,"Passport, Bank Statement, Itinerary, Invitation Letter",No,Invalid or expired passport
AUS108731,31,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108732,34,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108733,56,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108734,58,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Incorrect application form
AUS108735,41,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108736,23,Female,Visit Visa,"Passport, Bank Statement, Itinerary, Invitation Letter",No,Suspicious travel history
AUS108737,19,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108738,55,Male,Student Visa,"Passport, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,No strong home-country ties
AUS108739,41,Male,Student Visa,"Passport, Offer Letter, English Proficiency, Birth Certificate",No,Invalid or expired passport
AUS108740,36,Male,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Suspicious travel history
AUS108741,37,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108742,45,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary",No,Employer not verified
AUS108743,20,Male,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,IELTS requirement not met
AUS108744,28,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency",No,IELTS requirement not met
AUS108745,23,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108746,54,Other,Student Visa,"Passport, Bank Statement, Medical Certificate, English Proficiency",No,Suspicious travel history
AUS108747,54,Male,Visit Visa,"Passport, Bank Statement, Itinerary, Invitation Letter",No,Incorrect application form
AUS108748,52,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108749,55,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108750,35,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108751,19,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Inconsistent information
AUS108752,54,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Suspicious travel history
AUS108753,27,Other,Student Visa,"Passport, Offer Letter, Medical Certificate, Birth Certificate",No,Employer not verified
AUS108754,18,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108755,34,Male,Work Visa,"Passport, Job Offer Letter, Medical Certificate, Police Clearance",No,No strong home-country ties
AUS108756,47,Male,Work Visa,"Job Offer Letter, Bank Statement, Police Clearance, Work Experience Letters",No,No strong home-country ties
AUS108757,28,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108758,38,Other,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,Academic documents incomplete
AUS108759,37,Male,Work Visa,"Passport, Bank Statement, Medical Certificate, Work Experience Letters",No,Missing documents
AUS108760,36,Female,Visit Visa,"Passport, Bank Statement, Itinerary, Invitation Letter",No,Invalid or expired passport
AUS108761,24,Female,Student Visa,"Passport, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Failed health requirements
AUS108762,33,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108763,36,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,No strong home-country ties
AUS108764,56,Female,Visit Visa,"Passport, Bank Statement, Itinerary, Invitation Letter",No,Failed health requirements
AUS108765,52,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Unclear travel purpose
AUS108766,35,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,Academic documents incomplete
AUS108767,18,Other,Student Visa,"Passport, Offer Letter, Medical Certificate, Birth Certificate",No,No strong home-country ties
AUS108768,59,Male,Student Visa,"Passport, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Unclear travel purpose
AUS108769,57,Female,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, Birth Certificate",No,No strong home-country ties
AUS108770,33,Female,Visit Visa,"Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Invalid or expired passport
AUS108771,48,Female,Student Visa,"Passport, Offer Letter, Medical Certificate, English Proficiency",No,IELTS requirement not met
AUS108772,27,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108773,21,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108774,30,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108775,28,Female,Visit Visa,"Passport, Travel Insurance, Itinerary, Invitation Letter",No,Academic documents incomplete
AUS108776,28,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108777,26,Male,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Missing documents
AUS108778,35,Female,Visit Visa,"Passport, Bank Statement, Invitation Letter",No,Suspicious travel history
AUS108779,57,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108780,35,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Unclear travel purpose
AUS108781,54,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108782,35,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108783,58,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108784,35,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108785,48,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108786,41,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108787,55,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,Academic documents incomplete
AUS108788,50,Other,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Inconsistent information
AUS108789,57,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary",No,Inconsistent information
AUS108790,53,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Police Clearance, Work Experience Letters",No,Employer not verified
AUS108791,37,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, Birth Certificate",No,Suspicious travel history
AUS108792,38,Other,Visit Visa,"Passport, Travel Insurance, Itinerary, Invitation Letter",No,Failed health requirements
AUS108793,35,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Failed health requirements
AUS108794,52,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108795,21,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,Insufficient funds
AUS108796,32,Male,Visit Visa,"Bank Statement, Itinerary, Invitation Letter",No,Unclear travel purpose
AUS108797,42,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108798,51,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108799,53,Male,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Inconsistent information
AUS108800,18,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108801,21,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency",No,Academic documents incomplete
AUS108802,59,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108803,53,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108804,57,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, Birth Certificate",No,Insufficient funds
AUS108805,34,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108806,47,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,Failed health requirements
AUS108807,56,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency",No,Suspicious travel history
AUS108808,27,Other,Visit Visa,"Passport, Bank Statement, Invitation Letter",No,Suspicious travel history
AUS108809,45,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate",No,Academic documents incomplete
AUS108810,54,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108811,27,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108812,55,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108813,23,Male,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Unclear travel purpose
AUS108814,41,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108815,36,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108816,55,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Inconsistent information
AUS108817,27,Female,Work Visa,"Job Offer Letter, Medical Certificate, Police Clearance, Work Experience Letters",No,Insufficient funds
AUS108818,40,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108819,53,Male,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Academic documents incomplete
AUS108820,40,Other,Visit Visa,"Passport, Travel Insurance, Itinerary, Invitation Letter",No,IELTS requirement not met
AUS108821,34,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108822,45,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108823,48,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108824,34,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Work Experience Letters",No,Suspicious travel history
AUS108825,34,Other,Visit Visa,"Passport, Bank Statement, Itinerary, Invitation Letter",No,Insufficient funds
AUS108826,23,Other,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,IELTS requirement not met
AUS108827,52,Male,Student Visa,"Passport, Offer Letter, Medical Certificate, English Proficiency, Birth Certificate",No,Failed health requirements
AUS108828,39,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Insufficient funds
AUS108829,36,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108830,45,Other,Visit Visa,"Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Insufficient funds
AUS108831,45,Female,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance",No,No strong home-country ties
AUS108832,23,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108833,51,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108834,56,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Police Clearance, Work Experience Letters",No,Academic documents incomplete
AUS108835,55,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108836,56,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108837,39,Female,Visit Visa,"Passport, Travel Insurance, Itinerary, Invitation Letter",No,Academic documents incomplete
AUS108838,37,Female,Work Visa,"Passport, Job Offer Letter, Police Clearance, Work Experience Letters",No,Insufficient funds
AUS108839,23,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108840,42,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108841,37,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, Birth Certificate",No,Failed health requirements
AUS108842,46,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108843,32,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Police Clearance, Work Experience Letters",No,Insufficient funds
AUS108844,34,Other,Visit Visa,"Passport, Travel Insurance, Itinerary, Invitation Letter",No,Invalid or expired passport
AUS108845,30,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108846,18,Male,Work Visa,"Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Invalid or expired passport
AUS108847,44,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108848,35,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,Inconsistent information
AUS108849,53,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary",No,Inconsistent information
AUS108850,22,Female,Visit Visa,"Passport, Bank Statement, Itinerary, Invitation Letter",No,Academic documents incomplete
AUS108851,34,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,Unclear travel purpose
AUS108852,58,Female,Visit Visa,"Travel Insurance, Itinerary, Invitation Letter",No,Employer not verified
AUS108853,24,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108854,59,Other,Work Visa,"Passport, Bank Statement, Medical Certificate, Police Clearance",No,Academic documents incomplete
AUS108855,19,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,Failed health requirements
AUS108856,37,Other,Visit Visa,"Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Suspicious travel history
AUS108857,56,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Insufficient funds
AUS108858,39,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate",No,Academic documents incomplete
AUS108859,55,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency",No,Employer not verified
AUS108860,25,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Insufficient funds
AUS108861,51,Other,Visit Visa,"Passport, Travel Insurance, Itinerary, Invitation Letter",No,Suspicious travel history
AUS108862,20,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108863,21,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108864,33,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108865,32,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108866,58,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",No,Invalid or expired passport
AUS108867,35,Female,Work Visa,"Passport, Job Offer Letter, Police Clearance, Work Experience Letters",No,Invalid or expired passport
AUS108868,49,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108869,49,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108870,57,Male,Visit Visa,"Passport, Bank Statement, Travel Insurance, Invitation Letter",No,Suspicious travel history
AUS108871,47,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency",No,Insufficient funds
AUS108872,33,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108873,22,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108874,25,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,Invalid or expired passport
AUS108875,58,Female,Visit Visa,"Passport, Travel Insurance, Itinerary, Invitation Letter",No,Academic documents incomplete
AUS108876,41,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Birth Certificate",No,Academic documents incomplete
AUS108877,20,Male,Student Visa,"Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",No,IELTS requirement not met
AUS108878,29,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108879,48,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108880,50,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108881,39,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Police Clearance, Work Experience Letters",No,Inconsistent information
AUS108882,33,Female,Visit Visa,"Bank Statement, Travel Insurance, Itinerary",No,IELTS requirement not met
AUS108883,29,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108884,44,Female,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,Unclear travel purpose
AUS108885,54,Other,Visit Visa,"Passport, Bank Statement, Itinerary, Invitation Letter",No,Suspicious travel history
AUS108886,18,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108887,19,Other,Visit Visa,"Bank Statement, Itinerary, Invitation Letter",No,Academic documents incomplete
AUS108888,54,Male,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,Insufficient funds
AUS108889,18,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, Birth Certificate",No,Missing documents
AUS108890,51,Male,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108891,44,Other,Visit Visa,"Passport, Travel Insurance, Itinerary",No,Unclear travel purpose
AUS108892,49,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108893,37,Female,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108894,56,Other,Student Visa,"Passport, Offer Letter, Bank Statement, English Proficiency, Birth Certificate",No,Employer not verified
AUS108895,41,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108896,27,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108897,29,Male,Visit Visa,"Passport, Travel Insurance, Invitation Letter",No,Inconsistent information
AUS108898,36,Other,Visit Visa,"Bank Statement, Travel Insurance, Itinerary, Invitation Letter",No,Suspicious travel history
AUS108899,42,Female,Visit Visa,"Passport, Bank Statement, Itinerary, Invitation Letter",No,Employer not verified
AUS108900,42,Other,Student Visa,"Passport, Bank Statement, English Proficiency, Birth Certificate",No,Missing documents
AUS108901,35,Male,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108902,35,Other,Visit Visa,"Passport, Bank Statement, Travel Insurance, Itinerary, Invitation Letter",Yes,
AUS108903,44,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance",No,Suspicious travel history
AUS108904,48,Female,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108905,43,Other,Work Visa,"Passport, Job Offer Letter, Bank Statement, Medical Certificate, Police Clearance, Work Experience Letters",Yes,
AUS108906,55,Other,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
AUS108907,50,Female,Student Visa,"Passport, Offer Letter, Bank Statement, Medical Certificate, English Proficiency, Birth Certificate",Yes,
